temperature,humidity,rainfall,pressure,wind_speed,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,hour,day_of_week,month,latitude,longitude,rainfall_next_1h
26.2,94,1.5,955.0,7.8,2.1,2.8,10.1,12.1,0,2,8,26.9124,75.7873,0.8
26.1,97,0.8,954.5,4.0,2.7,3.6,10.8,12.2,1,2,8,26.9124,75.7873,0.0
25.9,98,0.0,954.1,4.4,2.3,3.4,10.6,11.7,2,2,8,26.9124,75.7873,0.0
25.8,99,0.0,954.2,4.2,0.8,2.9,6.4,11.6,3,2,8,26.9124,75.7873,0.0
25.8,96,0.0,954.2,4.6,0.0,2.7,4.3,11.6,4,2,8,26.9124,75.7873,0.3
25.9,99,0.3,954.2,1.6,0.3,2.6,4.3,11.9,5,2,8,26.9124,75.7873,0.2
25.7,99,0.2,954.7,6.7,0.5,1.3,4.1,12.1,6,2,8,26.9124,75.7873,0.0
26.5,96,0.0,955.4,6.4,0.5,0.5,4.1,12.1,7,2,8,26.9124,75.7873,0.0
28.1,88,0.0,955.9,3.2,0.2,0.5,3.9,12.0,8,2,8,26.9124,75.7873,0.2
29.4,78,0.2,956.3,2.4,0.2,0.7,3.6,12.1,9,2,8,26.9124,75.7873,0.2
30.6,73,0.2,956.3,3.0,0.4,0.9,3.6,12.1,10,2,8,26.9124,75.7873,0.2
31.9,65,0.2,956.0,5.0,0.6,0.8,3.4,12.1,11,2,8,26.9124,75.7873,0.0
31.8,64,0.0,955.5,5.4,0.4,0.6,1.9,12.0,12,2,8,26.9124,75.7873,0.1
31.7,64,0.1,954.9,3.4,0.3,0.7,1.2,12.0,13,2,8,26.9124,75.7873,0.2
31.4,66,0.2,954.4,3.7,0.3,0.9,1.4,12.0,14,2,8,26.9124,75.7873,0.3
31.3,69,0.3,954.2,1.9,0.6,1.0,1.7,8.1,15,2,8,26.9124,75.7873,2.4
29.3,81,2.4,953.4,5.7,2.9,3.2,4.1,8.4,16,2,8,26.9124,75.7873,0.3
29.7,77,0.3,953.9,3.9,3.0,3.3,4.1,8.4,17,2,8,26.9124,75.7873,0.0
28.9,81,0.0,954.6,5.1,2.7,3.3,3.9,8.0,18,2,8,26.9124,75.7873,0.0
27.9,87,0.0,955.4,7.5,0.3,3.2,3.9,8.0,19,2,8,26.9124,75.7873,0.0
26.4,86,0.0,956.0,5.0,0.0,3.0,3.9,7.8,20,2,8,26.9124,75.7873,0.0
26.0,88,0.0,956.7,3.7,0.0,2.7,3.7,7.3,21,2,8,26.9124,75.7873,0.0
25.7,91,0.0,956.5,2.2,0.0,0.3,3.5,7.1,22,2,8,26.9124,75.7873,0.0
26.5,90,0.0,956.6,4.5,0.0,0.0,3.3,6.7,23,2,8,26.9124,75.7873,0.0
26.1,92,0.0,956.4,4.6,0.0,0.0,3.3,5.2,0,3,8,26.9124,75.7873,0.0
25.8,92,0.0,955.9,4.2,0.0,0.0,3.2,4.4,1,3,8,26.9124,75.7873,0.0
25.6,94,0.0,955.5,2.2,0.0,0.0,3.0,4.4,2,3,8,26.9124,75.7873,0.0
25.5,94,0.0,955.3,1.4,0.0,0.0,2.7,4.4,3,3,8,26.9124,75.7873,0.0
25.5,95,0.0,955.2,3.7,0.0,0.0,0.3,4.4,4,3,8,26.9124,75.7873,0.0
25.8,100,0.0,955.1,5.3,0.0,0.0,0.0,4.1,5,3,8,26.9124,75.7873,0.0
25.5,100,0.0,955.3,5.9,0.0,0.0,0.0,3.9,6,3,8,26.9124,75.7873,0.0
26.7,95,0.0,955.7,3.5,0.0,0.0,0.0,3.9,7,3,8,26.9124,75.7873,0.0
28.5,82,0.0,956.3,3.1,0.0,0.0,0.0,3.9,8,3,8,26.9124,75.7873,0.1
29.8,73,0.1,956.6,3.3,0.1,0.1,0.1,3.8,9,3,8,26.9124,75.7873,0.1
30.9,65,0.1,956.7,3.7,0.2,0.2,0.2,3.7,10,3,8,26.9124,75.7873,0.1
31.2,66,0.1,957.1,6.2,0.3,0.3,0.3,3.6,11,3,8,26.9124,75.7873,0.1
32.0,63,0.1,956.6,4.9,0.3,0.4,0.4,3.7,12,3,8,26.9124,75.7873,0.1
32.3,60,0.1,955.6,7.6,0.3,0.5,0.5,3.7,13,3,8,26.9124,75.7873,0.1
32.5,58,0.1,955.1,7.7,0.3,0.6,0.6,3.6,14,3,8,26.9124,75.7873,0.1
32.3,58,0.1,954.3,7.9,0.3,0.6,0.7,3.4,15,3,8,26.9124,75.7873,0.6
30.7,69,0.6,954.0,8.0,0.8,1.1,1.3,1.6,16,3,8,26.9124,75.7873,0.1
31.1,66,0.1,954.2,6.9,0.8,1.1,1.4,1.4,17,3,8,26.9124,75.7873,0.0
30.3,73,0.0,954.6,3.2,0.7,1.0,1.4,1.4,18,3,8,26.9124,75.7873,0.0
29.5,80,0.0,954.8,1.5,0.1,0.9,1.4,1.4,19,3,8,26.9124,75.7873,0.0
29.0,83,0.0,955.8,2.2,0.0,0.8,1.4,1.4,20,3,8,26.9124,75.7873,0.0
28.6,83,0.0,956.2,4.8,0.0,0.7,1.3,1.4,21,3,8,26.9124,75.7873,0.0
28.2,80,0.0,956.2,6.9,0.0,0.1,1.2,1.4,22,3,8,26.9124,75.7873,0.0
28.0,85,0.0,955.7,6.5,0.0,0.0,1.1,1.4,23,3,8,26.9124,75.7873,0.0
27.5,86,0.0,955.4,6.9,0.0,0.0,1.0,1.4,0,4,8,26.9124,75.7873,0.0
27.3,84,0.0,955.0,8.3,0.0,0.0,0.9,1.4,1,4,8,26.9124,75.7873,0.0
26.9,86,0.0,954.9,7.6,0.0,0.0,0.8,1.4,2,4,8,26.9124,75.7873,0.0
26.6,87,0.0,954.6,8.4,0.0,0.0,0.7,1.4,3,4,8,26.9124,75.7873,0.0
26.4,87,0.0,954.8,8.7,0.0,0.0,0.1,1.4,4,4,8,26.9124,75.7873,0.0
26.6,88,0.0,954.9,10.9,0.0,0.0,0.0,1.4,5,4,8,26.9124,75.7873,0.0
26.4,89,0.0,955.3,10.9,0.0,0.0,0.0,1.4,6,4,8,26.9124,75.7873,0.0
27.2,86,0.0,955.9,10.6,0.0,0.0,0.0,1.4,7,4,8,26.9124,75.7873,0.0
28.1,82,0.0,956.6,10.2,0.0,0.0,0.0,1.4,8,4,8,26.9124,75.7873,0.0
29.3,78,0.0,956.9,8.8,0.0,0.0,0.0,1.3,9,4,8,26.9124,75.7873,0.1
30.0,75,0.1,956.5,9.3,0.1,0.1,0.1,1.3,10,4,8,26.9124,75.7873,0.3
30.5,69,0.3,957.0,5.2,0.4,0.4,0.4,1.5,11,4,8,26.9124,75.7873,0.2
31.1,67,0.2,957.0,4.3,0.6,0.6,0.6,1.6,12,4,8,26.9124,75.7873,0.0
31.8,63,0.0,956.6,4.2,0.5,0.6,0.6,1.5,13,4,8,26.9124,75.7873,0.0
31.8,62,0.0,955.9,5.1,0.2,0.6,0.6,1.4,14,4,8,26.9124,75.7873,0.0
31.5,65,0.0,955.2,5.4,0.0,0.6,0.6,1.3,15,4,8,26.9124,75.7873,0.5
28.8,81,0.5,954.4,7.1,0.5,1.0,1.1,1.2,16,4,8,26.9124,75.7873,0.5
29.4,78,0.5,954.7,6.8,1.0,1.2,1.6,1.6,17,4,8,26.9124,75.7873,0.0
29.0,82,0.0,954.9,3.0,1.0,1.0,1.6,1.6,18,4,8,26.9124,75.7873,0.0
28.5,86,0.0,955.2,0.9,0.5,1.0,1.6,1.6,19,4,8,26.9124,75.7873,0.0
28.2,88,0.0,956.0,0.2,0.0,1.0,1.6,1.6,20,4,8,26.9124,75.7873,0.0
28.1,89,0.0,956.5,1.0,0.0,1.0,1.6,1.6,21,4,8,26.9124,75.7873,0.0
27.7,91,0.0,956.5,3.1,0.0,0.5,1.5,1.6,22,4,8,26.9124,75.7873,0.0
27.7,90,0.0,956.2,5.5,0.0,0.0,1.2,1.6,23,4,8,26.9124,75.7873,0.0
27.1,91,0.0,955.5,5.1,0.0,0.0,1.0,1.6,0,5,8,26.9124,75.7873,0.0
27.0,89,0.0,955.7,4.9,0.0,0.0,1.0,1.6,1,5,8,26.9124,75.7873,0.0
26.8,89,0.0,955.6,4.7,0.0,0.0,1.0,1.6,2,5,8,26.9124,75.7873,0.2
26.7,90,0.2,955.5,5.9,0.2,0.2,1.2,1.8,3,5,8,26.9124,75.7873,0.0
26.5,91,0.0,955.5,6.1,0.2,0.2,0.7,1.8,4,5,8,26.9124,75.7873,0.0
26.1,91,0.0,955.6,9.6,0.2,0.2,0.2,1.8,5,5,8,26.9124,75.7873,0.0
25.9,89,0.0,956.5,10.1,0.0,0.2,0.2,1.8,6,5,8,26.9124,75.7873,0.0
26.8,84,0.0,956.8,9.7,0.0,0.2,0.2,1.8,7,5,8,26.9124,75.7873,0.0
28.1,78,0.0,957.3,10.9,0.0,0.2,0.2,1.8,8,5,8,26.9124,75.7873,0.0
28.9,74,0.0,957.7,10.7,0.0,0.0,0.2,1.8,9,5,8,26.9124,75.7873,0.1
29.6,71,0.1,957.7,9.9,0.1,0.1,0.3,1.8,10,5,8,26.9124,75.7873,0.4
30.7,66,0.4,957.6,9.5,0.5,0.5,0.7,1.9,11,5,8,26.9124,75.7873,0.0
31.5,65,0.0,956.8,8.9,0.5,0.5,0.7,1.7,12,5,8,26.9124,75.7873,0.0
32.1,63,0.0,956.5,7.7,0.4,0.5,0.7,1.7,13,5,8,26.9124,75.7873,0.0
32.1,62,0.0,955.6,8.5,0.0,0.5,0.7,1.7,14,5,8,26.9124,75.7873,0.4
29.8,74,0.4,954.8,9.6,0.4,0.9,0.9,2.1,15,5,8,26.9124,75.7873,3.6
27.2,92,3.6,954.6,5.9,4.0,4.4,4.5,5.2,16,5,8,26.9124,75.7873,0.8
28.1,84,0.8,955.0,3.1,4.8,4.8,5.3,5.5,17,5,8,26.9124,75.7873,1.0
27.0,93,1.0,954.8,4.4,5.4,5.8,6.3,6.5,18,5,8,26.9124,75.7873,0.5
26.9,94,0.5,955.2,2.1,2.3,6.3,6.8,7.0,19,5,8,26.9124,75.7873,1.0
26.7,95,1.0,955.7,3.3,2.5,7.3,7.8,8.0,20,5,8,26.9124,75.7873,1.0
26.5,95,1.0,956.1,4.8,2.5,7.9,8.8,9.0,21,5,8,26.9124,75.7873,0.9
26.1,95,0.9,956.4,6.1,2.9,5.2,9.6,9.9,22,5,8,26.9124,75.7873,0.9
26.5,97,0.9,955.8,7.0,2.8,5.3,10.1,10.8,23,5,8,26.9124,75.7873,0.1
26.5,96,0.1,955.7,8.0,1.9,4.4,10.2,10.9,0,6,8,26.9124,75.7873,0.1
26.3,96,0.1,954.9,9.0,1.1,4.0,10.3,11.0,1,6,8,26.9124,75.7873,0.1
26.1,93,0.1,954.4,9.9,0.3,3.1,10.4,11.1,2,6,8,26.9124,75.7873,0.0
25.8,92,0.0,954.4,10.5,0.2,2.1,10.0,10.9,3,6,8,26.9124,75.7873,0.0
25.5,89,0.0,954.7,10.5,0.1,1.2,6.4,10.9,4,6,8,26.9124,75.7873,0.0
26.0,83,0.0,954.0,13.2,0.0,0.3,5.6,10.9,5,6,8,26.9124,75.7873,0.0
25.9,82,0.0,954.8,11.9,0.0,0.2,4.6,10.9,6,6,8,26.9124,75.7873,0.0
26.6,80,0.0,955.3,10.5,0.0,0.1,4.1,10.9,7,6,8,26.9124,75.7873,0.0
27.2,77,0.0,956.0,12.0,0.0,0.0,3.1,10.9,8,6,8,26.9124,75.7873,0.0
28.0,75,0.0,956.5,11.8,0.0,0.0,2.1,10.9,9,6,8,26.9124,75.7873,0.0
29.1,71,0.0,956.6,11.7,0.0,0.0,1.2,10.8,10,6,8,26.9124,75.7873,0.0
30.0,67,0.0,956.3,11.1,0.0,0.0,0.3,10.4,11,6,8,26.9124,75.7873,0.1
30.9,64,0.1,956.0,8.5,0.1,0.1,0.3,10.5,12,6,8,26.9124,75.7873,0.0
31.7,62,0.0,955.5,7.7,0.1,0.1,0.2,10.5,13,6,8,26.9124,75.7873,0.0
32.0,62,0.0,954.7,8.6,0.1,0.1,0.1,10.5,14,6,8,26.9124,75.7873,0.0
32.0,61,0.0,954.2,8.3,0.0,0.1,0.1,10.1,15,6,8,26.9124,75.7873,0.0
31.8,62,0.0,953.8,8.7,0.0,0.1,0.1,6.5,16,6,8,26.9124,75.7873,0.0
31.2,64,0.0,954.2,9.0,0.0,0.1,0.1,5.7,17,6,8,26.9124,75.7873,0.0
29.9,70,0.0,954.2,7.3,0.0,0.0,0.1,4.7,18,6,8,26.9124,75.7873,0.0
28.7,77,0.0,954.7,5.9,0.0,0.0,0.1,4.2,19,6,8,26.9124,75.7873,0.0
28.2,80,0.0,955.3,5.3,0.0,0.0,0.1,3.2,20,6,8,26.9124,75.7873,0.0
27.7,82,0.0,956.0,6.7,0.0,0.0,0.1,2.2,21,6,8,26.9124,75.7873,0.0
27.5,81,0.0,956.1,8.9,0.0,0.0,0.1,1.3,22,6,8,26.9124,75.7873,0.0
27.7,81,0.0,955.6,10.4,0.0,0.0,0.1,0.4,23,6,8,26.9124,75.7873,0.0
27.3,81,0.0,955.6,8.7,0.0,0.0,0.0,0.3,0,0,8,26.9124,75.7873,0.0
27.3,80,0.0,955.3,8.8,0.0,0.0,0.0,0.2,1,0,8,26.9124,75.7873,0.0
27.1,79,0.0,955.0,9.9,0.0,0.0,0.0,0.1,2,0,8,26.9124,75.7873,0.0
26.9,79,0.0,954.9,10.1,0.0,0.0,0.0,0.1,3,0,8,26.9124,75.7873,0.0
26.6,80,0.0,955.0,10.0,0.0,0.0,0.0,0.1,4,0,8,26.9124,75.7873,0.0
26.5,82,0.0,954.9,12.8,0.0,0.0,0.0,0.1,5,0,8,26.9124,75.7873,0.0
26.2,83,0.0,955.7,11.1,0.0,0.0,0.0,0.1,6,0,8,26.9124,75.7873,0.0
26.4,82,0.0,956.2,11.7,0.0,0.0,0.0,0.1,7,0,8,26.9124,75.7873,0.0
27.0,79,0.0,956.5,13.2,0.0,0.0,0.0,0.1,8,0,8,26.9124,75.7873,0.0
27.7,76,0.0,957.0,12.9,0.0,0.0,0.0,0.1,9,0,8,26.9124,75.7873,0.0
29.0,70,0.0,957.4,11.7,0.0,0.0,0.0,0.1,10,0,8,26.9124,75.7873,0.0
29.2,69,0.0,957.4,11.5,0.0,0.0,0.0,0.1,11,0,8,26.9124,75.7873,0.0
29.7,66,0.0,957.0,9.8,0.0,0.0,0.0,0.0,12,0,8,26.9124,75.7873,0.0
31.0,61,0.0,956.4,10.3,0.0,0.0,0.0,0.0,13,0,8,26.9124,75.7873,0.0
30.9,62,0.0,955.6,10.3,0.0,0.0,0.0,0.0,14,0,8,26.9124,75.7873,0.2
31.1,62,0.2,955.3,11.0,0.2,0.2,0.2,0.2,15,0,8,26.9124,75.7873,0.1
31.0,62,0.1,954.7,10.8,0.3,0.3,0.3,0.3,16,0,8,26.9124,75.7873,0.0
30.5,66,0.0,954.5,10.7,0.3,0.3,0.3,0.3,17,0,8,26.9124,75.7873,0.0
29.6,71,0.0,954.8,7.1,0.1,0.3,0.3,0.3,18,0,8,26.9124,75.7873,0.0
28.4,77,0.0,955.2,8.1,0.0,0.3,0.3,0.3,19,0,8,26.9124,75.7873,0.0
27.7,80,0.0,955.9,7.5,0.0,0.3,0.3,0.3,20,0,8,26.9124,75.7873,0.0
27.4,81,0.0,956.6,6.9,0.0,0.1,0.3,0.3,21,0,8,26.9124,75.7873,0.0
27.1,82,0.0,957.1,6.4,0.0,0.0,0.3,0.3,22,0,8,26.9124,75.7873,0.0
27.7,79,0.0,956.8,9.2,0.0,0.0,0.3,0.3,23,0,8,26.9124,75.7873,0.0
27.3,77,0.0,956.7,11.4,0.0,0.0,0.3,0.3,0,1,8,26.9124,75.7873,0.0
26.9,76,0.0,956.3,11.5,0.0,0.0,0.3,0.3,1,1,8,26.9124,75.7873,0.0
26.4,78,0.0,956.0,9.9,0.0,0.0,0.3,0.3,2,1,8,26.9124,75.7873,0.0
25.9,81,0.0,955.6,8.1,0.0,0.0,0.1,0.3,3,1,8,26.9124,75.7873,0.0
25.4,83,0.0,955.9,7.2,0.0,0.0,0.0,0.3,4,1,8,26.9124,75.7873,0.0
25.6,84,0.0,956.0,9.5,0.0,0.0,0.0,0.3,5,1,8,26.9124,75.7873,0.0
25.5,84,0.0,956.5,9.9,0.0,0.0,0.0,0.3,6,1,8,26.9124,75.7873,0.0
26.3,82,0.0,957.0,8.9,0.0,0.0,0.0,0.3,7,1,8,26.9124,75.7873,0.0
27.4,77,0.0,957.6,12.3,0.0,0.0,0.0,0.3,8,1,8,26.9124,75.7873,0.0
28.7,71,0.0,958.0,12.1,0.0,0.0,0.0,0.3,9,1,8,26.9124,75.7873,0.0
29.7,67,0.0,958.3,9.4,0.0,0.0,0.0,0.3,10,1,8,26.9124,75.7873,0.0
30.6,62,0.0,958.5,8.6,0.0,0.0,0.0,0.3,11,1,8,26.9124,75.7873,0.0
31.0,60,0.0,958.1,8.1,0.0,0.0,0.0,0.3,12,1,8,26.9124,75.7873,0.0
31.6,58,0.0,957.4,7.6,0.0,0.0,0.0,0.3,13,1,8,26.9124,75.7873,0.0
31.9,56,0.0,956.5,7.9,0.0,0.0,0.0,0.3,14,1,8,26.9124,75.7873,0.0
31.8,55,0.0,955.9,9.2,0.0,0.0,0.0,0.1,15,1,8,26.9124,75.7873,0.0
31.4,58,0.0,955.5,9.5,0.0,0.0,0.0,0.0,16,1,8,26.9124,75.7873,0.0
30.9,62,0.0,955.0,9.1,0.0,0.0,0.0,0.0,17,1,8,26.9124,75.7873,0.0
29.9,69,0.0,955.6,4.8,0.0,0.0,0.0,0.0,18,1,8,26.9124,75.7873,0.0
28.9,75,0.0,956.1,4.7,0.0,0.0,0.0,0.0,19,1,8,26.9124,75.7873,0.0
28.3,78,0.0,956.7,4.4,0.0,0.0,0.0,0.0,20,1,8,26.9124,75.7873,0.0
27.8,82,0.0,957.4,3.5,0.0,0.0,0.0,0.0,21,1,8,26.9124,75.7873,0.0
27.5,81,0.0,957.5,6.1,0.0,0.0,0.0,0.0,22,1,8,26.9124,75.7873,0.0
27.5,77,0.0,957.2,9.2,0.0,0.0,0.0,0.0,23,1,8,26.9124,75.7873,0.0
26.9,76,0.0,956.8,8.8,0.0,0.0,0.0,0.0,0,2,8,26.9124,75.7873,0.0
26.3,77,0.0,956.4,8.5,0.0,0.0,0.0,0.0,1,2,8,26.9124,75.7873,0.0
25.8,78,0.0,956.1,8.0,0.0,0.0,0.0,0.0,2,2,8,26.9124,75.7873,0.0
25.3,80,0.0,955.9,7.4,0.0,0.0,0.0,0.0,3,2,8,26.9124,75.7873,0.0
24.9,82,0.0,956.4,6.4,0.0,0.0,0.0,0.0,4,2,8,26.9124,75.7873,0.0
25.6,83,0.0,956.1,8.7,0.0,0.0,0.0,0.0,5,2,8,26.9124,75.7873,0.0
25.5,84,0.0,956.8,8.0,0.0,0.0,0.0,0.0,6,2,8,26.9124,75.7873,0.0
26.5,81,0.0,957.6,7.0,0.0,0.0,0.0,0.0,7,2,8,26.9124,75.7873,0.0
27.6,76,0.0,958.2,9.2,0.0,0.0,0.0,0.0,8,2,8,26.9124,75.7873,0.0
28.9,71,0.0,958.7,9.9,0.0,0.0,0.0,0.0,9,2,8,26.9124,75.7873,0.0
30.0,66,0.0,958.5,6.8,0.0,0.0,0.0,0.0,10,2,8,26.9124,75.7873,0.0
30.7,61,0.0,958.7,6.2,0.0,0.0,0.0,0.0,11,2,8,26.9124,75.7873,0.0
31.2,59,0.0,958.1,6.8,0.0,0.0,0.0,0.0,12,2,8,26.9124,75.7873,0.0
31.6,56,0.0,957.6,6.9,0.0,0.0,0.0,0.0,13,2,8,26.9124,75.7873,0.0
32.1,54,0.0,956.8,7.2,0.0,0.0,0.0,0.0,14,2,8,26.9124,75.7873,0.0
32.1,53,0.0,956.3,7.9,0.0,0.0,0.0,0.0,15,2,8,26.9124,75.7873,0.0
31.8,54,0.0,955.8,7.9,0.0,0.0,0.0,0.0,16,2,8,26.9124,75.7873,0.0
31.5,57,0.0,956.0,7.2,0.0,0.0,0.0,0.0,17,2,8,26.9124,75.7873,0.0
30.2,66,0.0,956.0,5.8,0.0,0.0,0.0,0.0,18,2,8,26.9124,75.7873,0.0
29.0,73,0.0,956.5,4.1,0.0,0.0,0.0,0.0,19,2,8,26.9124,75.7873,0.0
28.5,74,0.0,957.1,5.9,0.0,0.0,0.0,0.0,20,2,8,26.9124,75.7873,0.0
28.0,75,0.0,957.8,6.1,0.0,0.0,0.0,0.0,21,2,8,26.9124,75.7873,0.0
27.8,76,0.0,957.9,6.4,0.0,0.0,0.0,0.0,22,2,8,26.9124,75.7873,0.0
27.5,75,0.0,957.7,9.6,0.0,0.0,0.0,0.0,23,2,8,26.9124,75.7873,0.0
26.9,76,0.0,957.5,7.5,0.0,0.0,0.0,0.0,0,3,8,26.9124,75.7873,0.0
26.5,77,0.0,957.3,7.5,0.0,0.0,0.0,0.0,1,3,8,26.9124,75.7873,0.0
26.1,78,0.0,956.8,8.4,0.0,0.0,0.0,0.0,2,3,8,26.9124,75.7873,0.0
25.9,79,0.0,956.6,9.0,0.0,0.0,0.0,0.0,3,3,8,26.9124,75.7873,0.0
25.6,80,0.0,956.9,9.0,0.0,0.0,0.0,0.0,4,3,8,26.9124,75.7873,0.0
26.2,77,0.0,956.8,10.4,0.0,0.0,0.0,0.0,5,3,8,26.9124,75.7873,0.0
25.9,79,0.0,957.4,9.2,0.0,0.0,0.0,0.0,6,3,8,26.9124,75.7873,0.0
26.5,77,0.0,958.1,9.0,0.0,0.0,0.0,0.0,7,3,8,26.9124,75.7873,0.0
27.2,76,0.0,958.3,8.2,0.0,0.0,0.0,0.0,8,3,8,26.9124,75.7873,0.0
28.1,74,0.0,958.9,9.0,0.0,0.0,0.0,0.0,9,3,8,26.9124,75.7873,0.0
29.5,70,0.0,959.0,8.9,0.0,0.0,0.0,0.0,10,3,8,26.9124,75.7873,0.0
30.9,59,0.0,958.8,7.1,0.0,0.0,0.0,0.0,11,3,8,26.9124,75.7873,0.0
31.7,56,0.0,958.0,5.1,0.0,0.0,0.0,0.0,12,3,8,26.9124,75.7873,0.0
32.1,55,0.0,957.6,4.7,0.0,0.0,0.0,0.0,13,3,8,26.9124,75.7873,0.0
32.2,55,0.0,956.6,5.4,0.0,0.0,0.0,0.0,14,3,8,26.9124,75.7873,0.2
32.0,55,0.2,956.2,4.8,0.2,0.2,0.2,0.2,15,3,8,26.9124,75.7873,0.2
31.8,57,0.2,955.7,5.6,0.4,0.4,0.4,0.4,16,3,8,26.9124,75.7873,0.2
31.5,59,0.2,956.1,4.9,0.6,0.6,0.6,0.6,17,3,8,26.9124,75.7873,0.1
30.1,65,0.1,956.3,2.4,0.5,0.7,0.7,0.7,18,3,8,26.9124,75.7873,0.0
28.8,78,0.0,956.4,3.1,0.3,0.7,0.7,0.7,19,3,8,26.9124,75.7873,0.0
28.1,85,0.0,956.8,2.5,0.1,0.7,0.7,0.7,20,3,8,26.9124,75.7873,0.0
27.8,85,0.0,957.4,3.5,0.0,0.5,0.7,0.7,21,3,8,26.9124,75.7873,0.0
27.5,80,0.0,957.6,6.8,0.0,0.3,0.7,0.7,22,3,8,26.9124,75.7873,0.0
27.7,79,0.0,957.2,7.9,0.0,0.1,0.7,0.7,23,3,8,26.9124,75.7873,0.0
27.3,78,0.0,957.1,8.0,0.0,0.0,0.7,0.7,0,4,8,26.9124,75.7873,0.0
26.9,78,0.0,956.6,8.8,0.0,0.0,0.7,0.7,1,4,8,26.9124,75.7873,0.0
26.6,78,0.0,956.4,9.0,0.0,0.0,0.7,0.7,2,4,8,26.9124,75.7873,0.0
26.3,77,0.0,956.1,9.8,0.0,0.0,0.5,0.7,3,4,8,26.9124,75.7873,0.0
26.1,77,0.0,956.3,10.2,0.0,0.0,0.3,0.7,4,4,8,26.9124,75.7873,0.0
26.2,78,0.0,956.2,11.8,0.0,0.0,0.1,0.7,5,4,8,26.9124,75.7873,0.0
26.1,78,0.0,956.5,11.5,0.0,0.0,0.0,0.7,6,4,8,26.9124,75.7873,0.0
26.7,77,0.0,957.2,9.5,0.0,0.0,0.0,0.7,7,4,8,26.9124,75.7873,0.0
27.8,74,0.0,957.9,9.5,0.0,0.0,0.0,0.7,8,4,8,26.9124,75.7873,0.0
28.4,73,0.0,958.1,8.8,0.0,0.0,0.0,0.7,9,4,8,26.9124,75.7873,0.0
30.1,66,0.0,958.5,9.5,0.0,0.0,0.0,0.7,10,4,8,26.9124,75.7873,0.0
30.7,63,0.0,958.2,10.0,0.0,0.0,0.0,0.7,11,4,8,26.9124,75.7873,0.0
31.8,58,0.0,957.5,7.6,0.0,0.0,0.0,0.7,12,4,8,26.9124,75.7873,0.1
32.5,55,0.1,956.5,5.6,0.1,0.1,0.1,0.8,13,4,8,26.9124,75.7873,0.1
33.0,53,0.1,955.9,4.2,0.2,0.2,0.2,0.9,14,4,8,26.9124,75.7873,0.1
32.9,54,0.1,955.4,5.2,0.3,0.3,0.3,0.8,15,4,8,26.9124,75.7873,0.7
30.1,66,0.7,955.1,10.1,0.9,1.0,1.0,1.3,16,4,8,26.9124,75.7873,0.1
32.3,56,0.1,954.9,6.8,0.9,1.1,1.1,1.2,17,4,8,26.9124,75.7873,0.4
30.4,71,0.4,955.2,4.6,1.2,1.5,1.5,1.5,18,4,8,26.9124,75.7873,0.0
29.3,75,0.0,955.5,7.2,0.5,1.4,1.5,1.5,19,4,8,26.9124,75.7873,0.0
28.9,76,0.0,955.8,7.2,0.4,1.3,1.5,1.5,20,4,8,26.9124,75.7873,0.0
28.6,76,0.0,956.2,6.9,0.0,1.2,1.5,1.5,21,4,8,26.9124,75.7873,0.0
28.1,78,0.0,956.4,7.6,0.0,0.5,1.5,1.5,22,4,8,26.9124,75.7873,0.0
28.0,77,0.0,955.9,9.7,0.0,0.4,1.5,1.5,23,4,8,26.9124,75.7873,0.0
27.7,74,0.0,955.8,10.3,0.0,0.0,1.5,1.5,0,5,8,26.9124,75.7873,0.0
27.3,74,0.0,955.7,9.8,0.0,0.0,1.4,1.5,1,5,8,26.9124,75.7873,0.0
26.7,75,0.0,955.5,9.6,0.0,0.0,1.3,1.5,2,5,8,26.9124,75.7873,0.0
26.3,77,0.0,955.5,10.2,0.0,0.0,1.2,1.5,3,5,8,26.9124,75.7873,0.0
26.0,79,0.0,955.6,11.7,0.0,0.0,0.5,1.5,4,5,8,26.9124,75.7873,0.0
26.4,78,0.0,955.6,12.6,0.0,0.0,0.4,1.5,5,5,8,26.9124,75.7873,0.0
26.2,78,0.0,956.3,11.7,0.0,0.0,0.0,1.5,6,5,8,26.9124,75.7873,0.0
26.9,76,0.0,957.1,10.3,0.0,0.0,0.0,1.5,7,5,8,26.9124,75.7873,0.0
27.9,72,0.0,957.3,11.9,0.0,0.0,0.0,1.5,8,5,8,26.9124,75.7873,0.0
29.1,68,0.0,958.2,11.6,0.0,0.0,0.0,1.5,9,5,8,26.9124,75.7873,0.0
30.2,65,0.0,958.4,10.3,0.0,0.0,0.0,1.5,10,5,8,26.9124,75.7873,0.0
31.4,59,0.0,958.1,9.7,0.0,0.0,0.0,1.5,11,5,8,26.9124,75.7873,0.0
32.0,58,0.0,957.4,9.4,0.0,0.0,0.0,1.5,12,5,8,26.9124,75.7873,0.0
32.7,56,0.0,956.6,8.1,0.0,0.0,0.0,1.4,13,5,8,26.9124,75.7873,0.0
32.9,56,0.0,955.7,8.5,0.0,0.0,0.0,1.3,14,5,8,26.9124,75.7873,0.0
32.7,57,0.0,955.1,8.1,0.0,0.0,0.0,1.2,15,5,8,26.9124,75.7873,0.0
32.4,57,0.0,954.3,8.6,0.0,0.0,0.0,0.5,16,5,8,26.9124,75.7873,0.0
