temperature,humidity,rainfall,pressure,wind_speed,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,hour,day_of_week,month,latitude,longitude,rainfall_next_1h
26.7,90,0.1,951.2,13.9,0.1,0.1,0.2,1.0,7,5,8,26.9124,75.7873,0.1
27.6,85,0.1,951.6,15.0,0.2,0.2,0.3,1.0,8,5,8,26.9124,75.7873,0.0
28.8,79,0.0,951.8,14.3,0.2,0.2,0.3,0.9,9,5,8,26.9124,75.7873,0.0
30.1,74,0.0,951.9,13.9,0.1,0.2,0.3,0.8,10,5,8,26.9124,75.7873,0.0
30.3,68,0.0,951.7,15.3,0.0,0.2,0.3,0.8,11,5,8,26.9124,75.7873,0.1
31.3,67,0.1,951.5,14.3,0.1,0.3,0.3,0.8,12,5,8,26.9124,75.7873,0.0
32.1,63,0.0,950.7,15.1,0.1,0.2,0.3,0.7,13,5,8,26.9124,75.7873,0.1
31.9,63,0.1,949.8,15.1,0.2,0.2,0.4,0.8,14,5,8,26.9124,75.7873,0.1
32.1,61,0.1,949.3,14.0,0.2,0.3,0.5,0.8,15,5,8,26.9124,75.7873,0.1
31.7,61,0.1,948.9,13.5,0.3,0.4,0.6,0.9,16,5,8,26.9124,75.7873,0.0
30.9,66,0.0,949.1,13.1,0.2,0.4,0.6,0.7,17,5,8,26.9124,75.7873,0.0
30.0,70,0.0,949.3,10.5,0.1,0.3,0.6,0.7,18,5,8,26.9124,75.7873,0.0
29.0,74,0.0,950.1,8.3,0.0,0.3,0.5,0.7,19,5,8,26.9124,75.7873,0.0
28.4,78,0.0,950.8,7.8,0.0,0.2,0.4,0.7,20,5,8,26.9124,75.7873,0.4
26.7,88,0.4,951.6,11.6,0.4,0.5,0.8,1.1,21,5,8,26.9124,75.7873,4.3
25.5,95,4.3,952.7,9.7,4.7,4.7,5.1,5.4,22,5,8,26.9124,75.7873,2.2
26.0,96,2.2,952.1,10.6,6.9,6.9,7.3,7.6,23,5,8,26.9124,75.7873,0.0
25.9,95,0.0,951.8,8.2,6.5,6.9,7.2,7.5,0,6,8,26.9124,75.7873,0.0
25.7,94,0.0,951.5,8.8,2.2,6.9,7.2,7.5,1,6,8,26.9124,75.7873,0.0
25.6,94,0.0,951.2,8.4,0.0,6.9,7.1,7.5,2,6,8,26.9124,75.7873,0.0
25.6,94,0.0,951.3,7.4,0.0,6.5,7.0,7.5,3,6,8,26.9124,75.7873,0.0
25.6,93,0.0,951.6,6.2,0.0,2.2,6.9,7.5,4,6,8,26.9124,75.7873,0.0
25.6,97,0.0,951.8,7.3,0.0,0.0,6.9,7.5,5,6,8,26.9124,75.7873,0.0
25.7,96,0.0,952.3,8.1,0.0,0.0,6.9,7.5,6,6,8,26.9124,75.7873,0.0
26.5,91,0.0,952.7,7.5,0.0,0.0,6.9,7.4,7,6,8,26.9124,75.7873,0.1
27.6,83,0.1,953.2,9.6,0.1,0.1,7.0,7.4,8,6,8,26.9124,75.7873,0.0
28.7,76,0.0,953.1,10.3,0.1,0.1,6.6,7.4,9,6,8,26.9124,75.7873,0.1
30.0,70,0.1,953.3,10.1,0.2,0.2,2.4,7.5,10,6,8,26.9124,75.7873,0.0
30.8,65,0.0,953.5,11.4,0.1,0.2,0.2,7.5,11,6,8,26.9124,75.7873,0.0
31.6,62,0.0,953.0,11.1,0.1,0.2,0.2,7.4,12,6,8,26.9124,75.7873,0.1
32.2,59,0.1,952.7,10.9,0.1,0.3,0.3,7.5,13,6,8,26.9124,75.7873,0.2
32.6,57,0.2,951.7,10.4,0.3,0.4,0.5,7.6,14,6,8,26.9124,75.7873,0.6
31.1,64,0.6,951.3,13.1,0.9,1.0,1.1,8.1,15,6,8,26.9124,75.7873,1.2
27.8,88,1.2,950.9,4.9,2.0,2.1,2.3,9.2,16,6,8,26.9124,75.7873,3.6
30.2,75,3.6,950.7,8.1,5.4,5.7,5.9,12.8,17,6,8,26.9124,75.7873,0.0
29.4,80,0.0,951.7,6.5,4.8,5.7,5.9,12.8,18,6,8,26.9124,75.7873,0.0
28.9,83,0.0,951.7,6.6,3.6,5.6,5.9,12.8,19,6,8,26.9124,75.7873,0.0
28.3,86,0.0,952.9,3.5,0.0,5.4,5.8,12.8,20,6,8,26.9124,75.7873,0.1
28.1,88,0.1,953.5,2.3,0.1,4.9,5.9,12.5,21,6,8,26.9124,75.7873,0.2
27.0,91,0.2,953.7,10.1,0.3,3.9,6.0,8.4,22,6,8,26.9124,75.7873,0.1
26.6,95,0.1,953.6,3.3,0.4,0.4,6.1,6.3,23,6,8,26.9124,75.7873,0.0
26.7,95,0.0,953.2,4.5,0.3,0.4,6.1,6.3,0,0,8,26.9124,75.7873,0.2
26.4,95,0.2,953.0,4.8,0.3,0.6,6.2,6.5,1,0,8,26.9124,75.7873,0.1
26.1,97,0.1,952.7,5.5,0.3,0.7,6.1,6.6,2,0,8,26.9124,75.7873,0.0
26.0,97,0.0,952.8,4.6,0.3,0.6,5.5,6.6,3,0,8,26.9124,75.7873,0.3
25.9,96,0.3,952.8,6.2,0.4,0.7,4.6,6.9,4,0,8,26.9124,75.7873,0.0
26.0,97,0.0,952.4,5.6,0.3,0.6,1.0,6.9,5,0,8,26.9124,75.7873,0.1
26.2,97,0.1,953.3,4.0,0.4,0.7,1.1,7.0,6,0,8,26.9124,75.7873,0.2
26.4,93,0.2,953.5,6.2,0.3,0.7,1.3,7.2,7,0,8,26.9124,75.7873,0.1
27.8,85,0.1,953.8,9.1,0.4,0.7,1.4,7.2,8,0,8,26.9124,75.7873,0.5
28.7,78,0.5,954.7,8.6,0.8,1.2,1.8,7.7,9,0,8,26.9124,75.7873,1.1
28.1,86,1.1,955.2,9.5,1.7,2.0,2.7,8.7,10,0,8,26.9124,75.7873,0.5
29.5,74,0.5,954.7,9.9,2.1,2.5,3.1,9.2,11,0,8,26.9124,75.7873,0.4
30.1,74,0.4,954.7,11.4,2.0,2.8,3.5,9.6,12,0,8,26.9124,75.7873,0.2
30.7,72,0.2,954.3,9.8,1.1,2.8,3.5,9.7,13,0,8,26.9124,75.7873,2.0
29.1,79,2.0,953.4,12.7,2.6,4.7,5.4,11.5,14,0,8,26.9124,75.7873,0.3
29.6,75,0.3,952.9,10.8,2.5,4.5,5.7,11.2,15,0,8,26.9124,75.7873,0.2
29.4,75,0.2,952.7,11.3,2.5,3.6,5.6,10.2,16,0,8,26.9124,75.7873,0.5
29.2,78,0.5,952.6,13.0,1.0,3.6,6.1,7.1,17,0,8,26.9124,75.7873,0.2
28.4,84,0.2,952.6,10.5,0.9,3.4,6.2,7.3,18,0,8,26.9124,75.7873,0.7
27.3,91,0.7,953.5,4.7,1.4,3.9,6.7,8.0,19,0,8,26.9124,75.7873,0.5
27.0,94,0.5,954.0,9.5,1.4,2.4,7.1,8.5,20,0,8,26.9124,75.7873,0.0
27.2,92,0.0,954.9,5.8,1.2,2.1,6.6,8.4,21,0,8,26.9124,75.7873,0.0
27.1,91,0.0,954.7,8.9,0.5,1.9,5.5,8.2,22,0,8,26.9124,75.7873,0.0
27.3,92,0.0,955.2,3.2,0.0,1.4,5.0,8.1,23,0,8,26.9124,75.7873,0.3
26.2,95,0.3,954.9,9.1,0.3,1.5,4.9,8.4,0,1,8,26.9124,75.7873,0.3
25.8,97,0.3,954.8,5.6,0.6,1.1,5.0,8.5,1,1,8,26.9124,75.7873,0.2
25.7,97,0.2,954.4,3.6,0.8,0.8,3.2,8.6,2,1,8,26.9124,75.7873,0.1
25.7,96,0.1,954.5,4.5,0.6,0.9,3.0,8.7,3,1,8,26.9124,75.7873,0.0
25.9,96,0.0,954.5,5.1,0.3,0.9,2.8,8.4,4,1,8,26.9124,75.7873,0.0
26.3,93,0.0,953.9,10.7,0.1,0.9,2.3,8.4,5,1,8,26.9124,75.7873,0.7
26.0,93,0.7,954.7,10.2,0.7,1.3,2.8,9.0,6,1,8,26.9124,75.7873,0.7
26.2,93,0.7,955.6,11.5,1.4,1.7,2.8,9.5,7,1,8,26.9124,75.7873,0.7
26.4,90,0.7,956.1,15.8,2.1,2.2,3.0,10.1,8,1,8,26.9124,75.7873,0.1
27.2,84,0.1,956.5,15.4,1.5,2.2,3.1,9.7,9,1,8,26.9124,75.7873,0.0
28.0,79,0.0,956.7,15.2,0.8,2.2,3.1,8.6,10,1,8,26.9124,75.7873,0.0
29.0,73,0.0,956.9,14.5,0.1,2.2,3.1,8.1,11,1,8,26.9124,75.7873,0.1
29.7,73,0.1,956.4,12.4,0.1,1.6,2.9,7.8,12,1,8,26.9124,75.7873,0.1
29.7,73,0.1,955.6,14.4,0.2,1.0,2.7,7.7,13,1,8,26.9124,75.7873,0.1
29.8,72,0.1,955.2,12.8,0.3,0.4,2.6,5.8,14,1,8,26.9124,75.7873,2.7
26.2,90,2.7,954.8,13.6,2.9,3.0,5.2,8.2,15,1,8,26.9124,75.7873,1.4
26.8,93,1.4,954.0,7.3,4.2,4.4,6.6,9.4,16,1,8,26.9124,75.7873,0.0
28.7,79,0.0,954.2,8.4,4.1,4.4,6.6,8.9,17,1,8,26.9124,75.7873,0.1
28.3,81,0.1,954.6,6.8,1.5,4.4,6.0,8.8,18,1,8,26.9124,75.7873,0.0
27.6,86,0.0,954.6,7.3,0.1,4.3,5.3,8.1,19,1,8,26.9124,75.7873,0.0
27.5,87,0.0,954.9,7.9,0.1,4.2,4.6,7.6,20,1,8,26.9124,75.7873,0.0
27.6,86,0.0,955.5,8.5,0.0,1.5,4.5,7.6,21,1,8,26.9124,75.7873,0.0
27.4,85,0.0,955.6,8.5,0.0,0.1,4.5,7.6,22,1,8,26.9124,75.7873,0.0
27.5,86,0.0,955.1,9.0,0.0,0.1,4.5,7.6,23,1,8,26.9124,75.7873,0.0
27.2,87,0.0,954.4,7.9,0.0,0.0,4.4,7.3,0,2,8,26.9124,75.7873,0.0
26.9,87,0.0,954.2,7.6,0.0,0.0,4.3,7.0,1,2,8,26.9124,75.7873,0.0
26.3,90,0.0,953.7,7.7,0.0,0.0,4.2,6.8,2,2,8,26.9124,75.7873,0.0
26.0,91,0.0,953.6,8.2,0.0,0.0,1.5,6.7,3,2,8,26.9124,75.7873,0.0
25.4,92,0.0,953.8,11.0,0.0,0.0,0.1,6.7,4,2,8,26.9124,75.7873,0.0
26.2,86,0.0,953.4,14.5,0.0,0.0,0.1,6.7,5,2,8,26.9124,75.7873,0.0
25.9,87,0.0,953.9,12.0,0.0,0.0,0.0,6.0,6,2,8,26.9124,75.7873,0.0
26.6,87,0.0,954.4,9.4,0.0,0.0,0.0,5.3,7,2,8,26.9124,75.7873,0.0
27.9,83,0.0,954.6,12.9,0.0,0.0,0.0,4.6,8,2,8,26.9124,75.7873,0.0
29.0,77,0.0,954.7,14.2,0.0,0.0,0.0,4.5,9,2,8,26.9124,75.7873,0.0
30.3,71,0.0,954.6,12.2,0.0,0.0,0.0,4.5,10,2,8,26.9124,75.7873,0.1
30.5,71,0.1,954.4,13.2,0.1,0.1,0.1,4.6,11,2,8,26.9124,75.7873,0.1
31.3,67,0.1,954.0,11.5,0.2,0.2,0.2,4.6,12,2,8,26.9124,75.7873,0.0
32.3,63,0.0,953.3,8.9,0.2,0.2,0.2,4.5,13,2,8,26.9124,75.7873,4.2
26.0,94,4.2,953.0,9.7,4.3,4.4,4.4,8.6,14,2,8,26.9124,75.7873,0.7
27.9,84,0.7,952.4,3.3,4.9,5.1,5.1,6.6,15,2,8,26.9124,75.7873,0.1
29.2,76,0.1,951.9,8.4,5.0,5.2,5.2,5.3,16,2,8,26.9124,75.7873,0.1
30.9,71,0.1,951.7,6.1,0.9,5.2,5.3,5.4,17,2,8,26.9124,75.7873,0.6
27.6,87,0.6,952.3,7.0,0.8,5.7,5.9,5.9,18,2,8,26.9124,75.7873,0.2
27.1,92,0.2,952.5,3.4,0.9,5.9,6.1,6.1,19,2,8,26.9124,75.7873,0.0
27.2,90,0.0,953.0,6.4,0.8,1.7,6.1,6.1,20,2,8,26.9124,75.7873,0.0
27.1,90,0.0,953.8,8.1,0.2,1.0,6.1,6.1,21,2,8,26.9124,75.7873,0.0
26.9,90,0.0,953.8,7.3,0.0,0.9,6.1,6.1,22,2,8,26.9124,75.7873,0.0
27.7,91,0.0,953.6,9.8,0.0,0.8,6.0,6.1,23,2,8,26.9124,75.7873,0.0
27.2,91,0.0,952.7,9.9,0.0,0.2,5.9,6.1,0,3,8,26.9124,75.7873,0.0
27.0,91,0.0,952.1,10.2,0.0,0.0,5.9,6.1,1,3,8,26.9124,75.7873,0.0
26.8,91,0.0,952.0,9.5,0.0,0.0,1.7,6.1,2,3,8,26.9124,75.7873,0.0
26.9,89,0.0,952.2,9.8,0.0,0.0,1.0,6.1,3,3,8,26.9124,75.7873,0.0
26.7,89,0.0,952.6,7.1,0.0,0.0,0.9,6.1,4,3,8,26.9124,75.7873,0.0
26.8,85,0.0,952.0,10.5,0.0,0.0,0.8,6.1,5,3,8,26.9124,75.7873,0.0
26.7,85,0.0,952.8,10.1,0.0,0.0,0.2,6.1,6,3,8,26.9124,75.7873,0.1
27.3,81,0.1,953.4,12.8,0.1,0.1,0.1,6.2,7,3,8,26.9124,75.7873,0.1
27.1,79,0.1,954.5,3.6,0.2,0.2,0.2,6.3,8,3,8,26.9124,75.7873,0.0
27.4,80,0.0,954.7,9.2,0.2,0.2,0.2,6.3,9,3,8,26.9124,75.7873,0.0
28.3,77,0.0,954.8,9.2,0.1,0.2,0.2,6.3,10,3,8,26.9124,75.7873,0.0
29.3,74,0.0,954.7,7.1,0.0,0.2,0.2,6.2,11,3,8,26.9124,75.7873,0.1
29.9,71,0.1,954.6,4.1,0.1,0.3,0.3,6.2,12,3,8,26.9124,75.7873,0.0
30.6,69,0.0,953.9,3.8,0.1,0.2,0.3,6.2,13,3,8,26.9124,75.7873,3.5
26.2,93,3.5,953.4,14.1,3.6,3.6,3.8,5.5,14,3,8,26.9124,75.7873,1.5
25.7,95,1.5,952.6,5.2,5.0,5.1,5.3,6.3,15,3,8,26.9124,75.7873,0.0
26.6,89,0.0,952.2,2.8,5.0,5.1,5.3,6.2,16,3,8,26.9124,75.7873,0.0
29.4,75,0.0,951.9,6.1,1.5,5.1,5.3,6.1,17,3,8,26.9124,75.7873,0.0
28.7,80,0.0,952.1,3.6,0.0,5.0,5.3,5.5,18,3,8,26.9124,75.7873,0.0
28.0,86,0.0,952.8,4.6,0.0,5.0,5.2,5.3,19,3,8,26.9124,75.7873,0.0
27.4,89,0.0,953.2,7.2,0.0,1.5,5.1,5.3,20,3,8,26.9124,75.7873,0.0
27.1,89,0.0,953.7,6.5,0.0,0.0,5.1,5.3,21,3,8,26.9124,75.7873,4.6
25.5,94,4.6,954.8,10.5,4.6,4.6,9.7,9.9,22,3,8,26.9124,75.7873,4.1
26.8,89,4.1,953.9,9.6,8.7,8.7,13.8,14.0,23,3,8,26.9124,75.7873,0.0
25.4,90,0.0,953.3,11.5,8.7,8.7,13.7,14.0,0,4,8,26.9124,75.7873,0.0
25.0,90,0.0,952.9,11.9,4.1,8.7,13.7,14.0,1,4,8,26.9124,75.7873,0.0
25.2,88,0.0,952.4,10.8,0.0,8.7,10.2,14.0,2,4,8,26.9124,75.7873,0.0
25.0,89,0.0,952.3,10.9,0.0,8.7,8.7,14.0,3,4,8,26.9124,75.7873,0.0
25.2,87,0.0,952.3,12.2,0.0,4.1,8.7,14.0,4,4,8,26.9124,75.7873,0.0
25.9,90,0.0,952.0,12.8,0.0,0.0,8.7,14.0,5,4,8,26.9124,75.7873,0.0
26.1,88,0.0,952.6,12.5,0.0,0.0,8.7,14.0,6,4,8,26.9124,75.7873,0.1
26.6,87,0.1,953.1,12.7,0.1,0.1,8.8,14.0,7,4,8,26.9124,75.7873,0.4
26.2,89,0.4,953.5,15.8,0.5,0.5,9.2,14.3,8,4,8,26.9124,75.7873,0.5
25.9,91,0.5,953.8,14.5,1.0,1.0,9.7,14.8,9,4,8,26.9124,75.7873,0.1
26.9,85,0.1,953.9,14.4,1.0,1.1,5.2,14.9,10,4,8,26.9124,75.7873,0.0
28.0,75,0.0,954.6,18.9,0.6,1.1,1.1,14.9,11,4,8,26.9124,75.7873,0.1
28.1,77,0.1,953.7,13.8,0.2,1.2,1.2,14.9,12,4,8,26.9124,75.7873,0.0
29.1,72,0.0,953.0,14.0,0.1,1.1,1.2,14.9,13,4,8,26.9124,75.7873,0.0
29.3,71,0.0,952.8,13.0,0.1,0.7,1.2,11.4,14,4,8,26.9124,75.7873,0.0
29.6,69,0.0,952.3,11.9,0.0,0.2,1.2,9.9,15,4,8,26.9124,75.7873,0.0
29.3,71,0.0,951.6,12.0,0.0,0.1,1.2,9.9,16,4,8,26.9124,75.7873,0.0
29.0,76,0.0,951.3,14.0,0.0,0.1,1.2,9.9,17,4,8,26.9124,75.7873,0.0
28.5,80,0.0,951.3,8.2,0.0,0.0,1.2,9.9,18,4,8,26.9124,75.7873,0.0
27.8,83,0.0,952.1,9.1,0.0,0.0,1.1,9.9,19,4,8,26.9124,75.7873,0.0
27.3,86,0.0,952.6,9.5,0.0,0.0,0.7,9.9,20,4,8,26.9124,75.7873,0.0
27.0,88,0.0,953.3,6.9,0.0,0.0,0.2,9.9,21,4,8,26.9124,75.7873,0.0
26.6,88,0.0,953.7,7.4,0.0,0.0,0.1,5.3,22,4,8,26.9124,75.7873,0.0
26.9,86,0.0,953.2,8.8,0.0,0.0,0.1,1.2,23,4,8,26.9124,75.7873,0.0
26.2,89,0.0,953.2,7.6,0.0,0.0,0.0,1.2,0,5,8,26.9124,75.7873,0.0
25.7,91,0.0,952.3,8.1,0.0,0.0,0.0,1.2,1,5,8,26.9124,75.7873,0.0
25.3,93,0.0,952.3,7.3,0.0,0.0,0.0,1.2,2,5,8,26.9124,75.7873,0.0
25.1,94,0.0,952.4,5.7,0.0,0.0,0.0,1.2,3,5,8,26.9124,75.7873,0.0
24.9,95,0.0,952.4,6.4,0.0,0.0,0.0,1.2,4,5,8,26.9124,75.7873,0.0
24.9,97,0.0,952.2,9.1,0.0,0.0,0.0,1.2,5,5,8,26.9124,75.7873,0.4
24.9,96,0.4,952.7,9.2,0.4,0.4,0.4,1.6,6,5,8,26.9124,75.7873,0.6
25.1,96,0.6,953.0,11.0,1.0,1.0,1.0,2.1,7,5,8,26.9124,75.7873,0.1
26.1,90,0.1,953.5,9.9,1.1,1.1,1.1,1.8,8,5,8,26.9124,75.7873,0.1
28.1,79,0.1,954.0,9.6,0.8,1.2,1.2,1.4,9,5,8,26.9124,75.7873,0.2
29.2,76,0.2,954.5,10.2,0.4,1.4,1.4,1.5,10,5,8,26.9124,75.7873,0.2
29.3,68,0.2,954.7,13.5,0.5,1.6,1.6,1.7,11,5,8,26.9124,75.7873,0.1
29.8,68,0.1,954.3,12.1,0.5,1.3,1.7,1.7,12,5,8,26.9124,75.7873,0.2
29.6,69,0.2,953.7,10.7,0.5,0.9,1.9,1.9,13,5,8,26.9124,75.7873,0.1
30.7,65,0.1,953.2,9.4,0.4,0.9,2.0,2.0,14,5,8,26.9124,75.7873,0.2
30.4,65,0.2,952.7,9.6,0.5,1.0,2.2,2.2,15,5,8,26.9124,75.7873,0.0
29.9,69,0.0,951.9,10.0,0.3,0.8,2.2,2.2,16,5,8,26.9124,75.7873,0.1
30.1,74,0.1,952.0,6.3,0.3,0.7,2.3,2.3,17,5,8,26.9124,75.7873,0.2
28.9,80,0.2,952.5,4.3,0.3,0.8,2.1,2.5,18,5,8,26.9124,75.7873,0.4
27.7,88,0.4,953.0,4.3,0.7,1.0,1.9,2.9,19,5,8,26.9124,75.7873,0.0
27.3,90,0.0,953.8,3.4,0.6,0.9,1.8,2.9,20,5,8,26.9124,75.7873,0.0
27.0,92,0.0,954.5,3.1,0.4,0.7,1.7,2.9,21,5,8,26.9124,75.7873,0.0
26.6,94,0.0,954.9,5.4,0.0,0.7,1.5,2.9,22,5,8,26.9124,75.7873,0.0
26.6,95,0.0,954.6,6.0,0.0,0.6,1.3,2.9,23,5,8,26.9124,75.7873,0.0
26.2,95,0.0,954.7,5.2,0.0,0.4,1.2,2.9,0,6,8,26.9124,75.7873,1.0
25.8,96,1.0,954.4,4.0,1.0,1.0,2.0,3.9,1,6,8,26.9124,75.7873,0.4
25.8,96,0.4,954.2,5.4,1.4,1.4,2.3,4.3,2,6,8,26.9124,75.7873,0.2
25.6,97,0.2,954.0,3.3,1.6,1.6,2.3,4.5,3,6,8,26.9124,75.7873,0.0
25.6,98,0.0,954.0,3.1,0.6,1.6,2.3,4.5,4,6,8,26.9124,75.7873,0.0
25.2,98,0.0,953.6,5.6,0.2,1.6,2.2,4.5,5,6,8,26.9124,75.7873,0.0
25.4,97,0.0,954.4,6.7,0.0,1.6,2.0,4.1,6,6,8,26.9124,75.7873,0.1
26.2,94,0.1,955.0,4.8,0.1,0.7,1.7,3.6,7,6,8,26.9124,75.7873,0.2
27.4,89,0.2,955.5,3.4,0.3,0.5,1.9,3.7,8,6,8,26.9124,75.7873,0.1
28.8,83,0.1,956.1,4.2,0.4,0.4,2.0,3.7,9,6,8,26.9124,75.7873,0.2
30.5,73,0.2,956.2,6.8,0.5,0.6,2.2,3.7,10,6,8,26.9124,75.7873,0.4
30.6,71,0.4,955.6,1.4,0.7,1.0,2.6,3.9,11,6,8,26.9124,75.7873,0.4
29.8,77,0.4,955.5,1.8,1.0,1.4,3.0,4.2,12,6,8,26.9124,75.7873,0.3
29.4,79,0.3,954.8,6.2,1.1,1.6,2.3,4.3,13,6,8,26.9124,75.7873,0.2
30.7,74,0.2,954.3,5.4,0.9,1.6,2.1,4.4,14,6,8,26.9124,75.7873,0.2
30.8,74,0.2,953.4,2.7,0.7,1.7,2.1,4.4,15,6,8,26.9124,75.7873,0.1
31.0,73,0.1,953.0,0.9,0.5,1.6,2.2,4.5,16,6,8,26.9124,75.7873,0.2
31.4,67,0.2,953.0,2.4,0.5,1.4,2.4,4.6,17,6,8,26.9124,75.7873,0.0
30.4,75,0.0,953.4,2.8,0.3,1.0,2.4,4.4,18,6,8,26.9124,75.7873,0.0
29.2,83,0.0,954.0,1.3,0.2,0.7,2.3,4.0,19,6,8,26.9124,75.7873,0.6
27.2,89,0.6,954.9,10.4,0.6,1.1,2.7,4.6,20,6,8,26.9124,75.7873,0.3
27.0,93,0.3,955.0,1.3,0.9,1.2,2.9,4.9,21,6,8,26.9124,75.7873,0.0
26.6,96,0.0,955.5,4.7,0.9,1.1,2.7,4.9,22,6,8,26.9124,75.7873,0.0
27.1,95,0.0,954.6,4.1,0.3,0.9,2.3,4.9,23,6,8,26.9124,75.7873,0.0
26.7,95,0.0,954.7,4.6,0.0,0.9,1.9,4.9,0,0,8,26.9124,75.7873,0.0
26.5,95,0.0,954.1,5.5,0.0,0.9,1.6,3.9,1,0,8,26.9124,75.7873,0.0
26.2,95,0.0,953.8,6.1,0.0,0.3,1.4,3.5,2,0,8,26.9124,75.7873,0.0
26.1,95,0.0,953.4,6.9,0.0,0.0,1.2,3.3,3,0,8,26.9124,75.7873,0.0
26.1,96,0.0,953.6,6.9,0.0,0.0,1.1,3.3,4,0,8,26.9124,75.7873,0.0
26.4,93,0.0,953.3,8.4,0.0,0.0,0.9,3.3,5,0,8,26.9124,75.7873,0.1
26.1,91,0.1,953.7,8.4,0.1,0.1,1.0,3.4,6,0,8,26.9124,75.7873,1.1
26.4,94,1.1,954.2,6.1,1.2,1.2,2.1,4.4,7,0,8,26.9124,75.7873,0.8
27.0,89,0.8,955.0,5.8,2.0,2.0,2.3,5.0,8,0,8,26.9124,75.7873,0.6
28.3,87,0.6,955.1,5.9,2.5,2.6,2.6,5.5,9,0,8,26.9124,75.7873,0.2
30.5,75,0.2,955.3,5.8,1.6,2.8,2.8,5.5,10,0,8,26.9124,75.7873,0.0
31.6,66,0.0,955.0,5.6,0.8,2.8,2.8,5.1,11,0,8,26.9124,75.7873,0.1
31.8,65,0.1,954.4,6.6,0.3,2.8,2.9,4.8,12,0,8,26.9124,75.7873,0.2
32.2,65,0.2,954.2,6.7,0.3,1.9,3.1,4.7,13,0,8,26.9124,75.7873,1.0
30.0,75,1.0,953.3,6.6,1.3,2.1,4.1,5.5,14,0,8,26.9124,75.7873,0.0
31.5,69,0.0,952.7,4.8,1.2,1.5,4.1,5.3,15,0,8,26.9124,75.7873,0.1
31.6,70,0.1,952.2,1.6,1.1,1.4,4.2,5.3,16,0,8,26.9124,75.7873,2.7
28.9,82,2.7,952.6,5.3,2.8,4.1,6.9,7.8,17,0,8,26.9124,75.7873,0.0
28.5,81,0.0,953.0,5.7,2.8,4.0,6.8,7.8,18,0,8,26.9124,75.7873,0.0
27.9,84,0.0,953.1,7.7,2.7,3.8,5.7,7.8,19,0,8,26.9124,75.7873,0.0
27.8,87,0.0,953.8,7.5,0.0,2.8,4.9,7.2,20,0,8,26.9124,75.7873,0.0
27.4,88,0.0,954.2,6.8,0.0,2.8,4.3,6.9,21,0,8,26.9124,75.7873,0.0
27.0,89,0.0,954.4,4.8,0.0,2.7,4.1,6.9,22,0,8,26.9124,75.7873,0.0
27.4,90,0.0,953.5,4.7,0.0,0.0,4.1,6.9,23,0,8,26.9124,75.7873,0.0
27.0,91,0.0,953.9,4.8,0.0,0.0,4.0,6.9,0,1,8,26.9124,75.7873,0.7
26.4,93,0.7,953.8,2.0,0.7,0.7,4.5,7.6,1,1,8,26.9124,75.7873,0.5
26.1,97,0.5,953.3,3.4,1.2,1.2,4.0,8.1,2,1,8,26.9124,75.7873,0.1
25.9,98,0.1,953.2,1.9,1.3,1.3,4.1,8.2,3,1,8,26.9124,75.7873,0.0
26.0,97,0.0,953.1,0.9,0.6,1.3,4.0,8.2,4,1,8,26.9124,75.7873,0.0
26.2,98,0.0,953.5,5.6,0.1,1.3,1.3,8.2,5,1,8,26.9124,75.7873,0.0
26.0,98,0.0,954.0,2.4,0.0,1.3,1.3,8.1,6,1,8,26.9124,75.7873,0.0
26.8,94,0.0,954.5,4.0,0.0,0.6,1.3,7.0,7,1,8,26.9124,75.7873,0.1
28.0,88,0.1,955.2,5.4,0.1,0.2,1.4,6.3,8,1,8,26.9124,75.7873,0.1
29.4,81,0.1,955.6,3.1,0.2,0.2,1.5,5.8,9,1,8,26.9124,75.7873,0.2
30.4,78,0.2,955.5,3.8,0.4,0.4,1.7,5.8,10,1,8,26.9124,75.7873,0.2
31.8,70,0.2,955.1,3.1,0.5,0.6,1.9,6.0,11,1,8,26.9124,75.7873,0.1
31.9,69,0.1,954.5,3.9,0.5,0.7,2.0,6.0,12,1,8,26.9124,75.7873,0.1
32.5,66,0.1,953.9,5.2,0.4,0.8,1.4,5.9,13,1,8,26.9124,75.7873,0.2
31.5,70,0.2,952.4,7.0,0.4,0.9,1.1,5.1,14,1,8,26.9124,75.7873,4.2
27.5,86,4.2,952.4,15.6,4.5,5.0,5.2,9.3,15,1,8,26.9124,75.7873,2.1
27.1,92,2.1,952.6,7.9,6.5,6.9,7.3,11.3,16,1,8,26.9124,75.7873,0.3
27.2,93,0.3,952.6,10.3,6.6,7.0,7.6,8.9,17,1,8,26.9124,75.7873,0.4
27.5,92,0.4,953.9,4.2,2.8,7.3,8.0,9.3,18,1,8,26.9124,75.7873,0.0
27.1,93,0.0,954.0,2.9,0.7,7.2,8.0,9.3,19,1,8,26.9124,75.7873,0.2
27.0,95,0.2,954.3,4.0,0.6,7.2,8.1,9.5,20,1,8,26.9124,75.7873,0.5
27.0,96,0.5,954.9,0.9,0.7,3.5,8.5,10.0,21,1,8,26.9124,75.7873,0.2
26.8,97,0.2,955.1,2.2,0.9,1.6,8.5,10.2,22,1,8,26.9124,75.7873,0.4
27.2,98,0.4,955.1,6.3,1.1,1.7,8.7,10.6,23,1,8,26.9124,75.7873,1.5
